backend,qubit_fisico,coleta_iniciada_utc,qiskit_version,qiskit_ibm_runtime_version,python_version,optimization_level,seed_transpiler,num_lotes,bits_por_lote,t1_s,t2_s,readout_error,calibration_last_update,measurement_error_target,measurement_duration_s,job_id,job_submetido_utc,resultado_recebido_utc,latencia_total_cliente_s
ibm_marrakesh,0,2026-08-16T22:04:45.844745+00:00,2.5.2,0.49.0,3.12.13,0,7,30,10000,0.00021377649093961816,3.3741041385576296e-05,0.0035400390625,2026-08-14 15:04:18+00:00,0.0035400390625,2.684e-06,da137vu3kjvs73868gp0,2026-08-16T22:04:46.752585+00:00,2026-08-16T22:06:19.860839+00:00,93.108254
